,Game Type,Match ID,Tier Average,user,Match Status,Match Duration,Champion Used,K/D/A,Kill Participation,Total CS,Control Wards Bought,User Level,D_spell,F_spell
2235,Ranked Solo,3611799107,Grandmaster,ONETRICKPOLICE,Defeat,23m 4s,Renekton,2 / 11 / 2,P/Kill 33%,146 (6.3) CS,0,Level13,Flash,Teleport
2236,ARAM,3611784005,None,ONETRICKPOLICE,Victory,20m 15s,Vladimir,14 / 12 / 23,P/Kill 55%,64 (3.2) CS,0,Level18,Flash,Ghost
2237,Ranked Solo,3609151423,Grandmaster,ONETRICKPOLICE,Victory,15m 18s,Camille,4 / 1 / 2,P/Kill 38%,137 (9) CS,0,Level11,Flash,Teleport
2238,Ranked Solo,3609092745,Grandmaster,ONETRICKPOLICE,Victory,27m 22s,Lucian,5 / 5 / 6,P/Kill 41%,254 (9.3) CS,Control Ward 7,Level16,Flash,Ignite
2239,Ranked Solo,3605478373,Grandmaster,ONETRICKPOLICE,Victory,21m 0s,Lucian,2 / 3 / 4,P/Kill 26%,163 (7.8) CS,Control Ward 1,Level12,Flash,Cleanse
2240,Ranked Solo,3605501700,Grandmaster,ONETRICKPOLICE,Victory,29m 34s,Sylas,5 / 2 / 5,P/Kill 38%,206 (7) CS,Control Ward 3,Level16,Flash,Teleport
2241,Ranked Solo,3605387348,Grandmaster,ONETRICKPOLICE,Defeat,23m 29s,Camille,1 / 7 / 2,P/Kill 21%,171 (7.3) CS,0,Level13,Flash,Teleport
2242,Ranked Solo,3604278688,Challenger,ONETRICKPOLICE,Victory,24m 42s,Camille,10 / 1 / 3,P/Kill 42%,189 (7.7) CS,Control Ward 2,Level16,Flash,Teleport
2243,Ranked Solo,3596152248,Challenger,ONETRICKPOLICE,Victory,22m 0s,Kalista,9 / 1 / 10,P/Kill 68%,192 (8.7) CS,Control Ward 1,Level13,Flash,Heal
2244,Ranked Solo,3596126120,Grandmaster,ONETRICKPOLICE,Victory,22m 5s,Lucian,3 / 1 / 3,P/Kill 33%,200 (9.1) CS,Control Ward 4,Level13,Flash,Ignite
2245,Ranked Solo,3596027807,Challenger,ONETRICKPOLICE,Defeat,40m 59s,Lucian,14 / 7 / 9,P/Kill 74%,354 (8.6) CS,Control Ward 8,Level18,Flash,Teleport
2246,Ranked Solo,3596042187,Challenger,ONETRICKPOLICE,Victory,17m 41s,Camille,7 / 0 / 3,P/Kill 43%,128 (7.2) CS,0,Level11,Flash,Teleport
2247,Ranked Solo,3591683574,Grandmaster,ONETRICKPOLICE,Victory,23m 23s,Jayce,3 / 5 / 8,P/Kill 38%,163 (7) CS,Control Ward 1,Level14,Flash,Teleport
2248,Ranked Solo,3591623440,Challenger,ONETRICKPOLICE,Defeat,32m 18s,Sylas,11 / 6 / 6,P/Kill 53%,234 (7.2) CS,Control Ward 3,Level16,Flash,Teleport
2249,Ranked Solo,3591528000,Grandmaster,ONETRICKPOLICE,Victory,20m 38s,Camille,7 / 2 / 3,P/Kill 53%,185 (9) CS,Control Ward 3,Level14,Flash,Teleport
2250,Normal,3672378876,None,Keel7,Victory,24m 14s,Gragas,7 / 3 / 8,P/Kill 52%,167 (6.9) CS,Control Ward 4,Level14,Flash,Smite
2251,Normal,3672384585,None,Keel7,Victory,30m 59s,Kayn,8 / 5 / 17,P/Kill 81%,219 (7.1) CS,Control Ward 3,Level17,Flash,Smite
2252,Normal,3672341878,None,Keel7,Victory,24m 12s,Kayn,12 / 2 / 12,P/Kill 60%,179 (7.4) CS,Control Ward 2,Level15,Flash,Smite
2253,Normal,3672317036,None,Keel7,Defeat,31m 46s,Kayn,7 / 10 / 11,P/Kill 69%,132 (4.2) CS,Control Ward 4,Level15,Flash,Smite
2254,Normal,3670942177,None,Keel7,Victory,29m 12s,Lucian,18 / 7 / 2,P/Kill 65%,203 (7) CS,Control Ward 2,Level16,Flash,Smite
2255,Normal,3670908021,None,Keel7,Defeat,22m 26s,Skarner,8 / 5 / 4,P/Kill 60%,153 (6.8) CS,0,Level13,Flash,Smite
2256,ARAM,3670901030,None,Keel7,Victory,20m 39s,Wukong,10 / 11 / 16,P/Kill 74%,43 (2.1) CS,0,Level17,Flash,Mark
2257,ARAM,3670817454,None,Keel7,Victory,29m 26s,Jax,13 / 16 / 20,P/Kill 47%,58 (2) CS,0,Level18,Flash,Mark
2258,Normal,3670679148,None,Keel7,Victory,25m 42s,Dr. Mundo,18 / 2 / 5,P/Kill 70%,204 (7.9) CS,Control Ward 4,Level17,Flash,Smite
2259,Normal,3670642176,None,Keel7,Victory,26m 9s,Graves,9 / 5 / 3,P/Kill 48%,210 (8) CS,Control Ward 6,Level15,Flash,Smite
2260,ARAM,3670302180,None,Keel7,Defeat,21m 54s,Aatrox,13 / 10 / 10,P/Kill 66%,91 (4.2) CS,0,Level18,Flash,Ignite
2261,Normal,3669360328,None,Keel7,Victory,24m 11s,Sion,5 / 3 / 8,P/Kill 57%,168 (6.9) CS,Control Ward 4,Level15,Flash,Smite
2262,Normal,3669196928,None,Keel7,Defeat,33m 26s,Poppy,12 / 8 / 4,P/Kill 48%,224 (6.7) CS,Control Ward 5,Level17,Flash,Smite
2263,ARAM,3667386292,None,Keel7,Defeat,23m 49s,Lucian,11 / 17 / 18,P/Kill 66%,98 (4.1) CS,0,Level18,Flash,Ignite
2264,ARAM,3667371332,None,Keel7,Defeat,17m 13s,Jayce,8 / 11 / 18,P/Kill 65%,67 (3.9) CS,0,Level16,Flash,Ignite
2265,ARAM,3667306644,None,Keel7,Defeat,18m 3s,Rengar,16 / 12 / 25,P/Kill 82%,42 (2.3) CS,0,Level18,Flash,Ignite
2266,ARAM,3667061925,None,Keel7,Victory,19m 6s,Senna,7 / 5 / 27,P/Kill 97%,47 (2.5) CS,0,Level17,Flash,Heal
2267,ARAM,3666877789,None,Keel7,Victory,16m 46s,Diana,6 / 11 / 15,P/Kill 62%,57 (3.4) CS,0,Level15,Flash,Ignite
2268,ARAM,3666892573,None,Keel7,Victory,19m 4s,Yasuo,15 / 11 / 15,P/Kill 65%,70 (3.7) CS,0,Level17,Flash,Ignite
2269,ARAM,3666779224,None,Keel7,Victory,15m 11s,Kayn,12 / 10 / 26,P/Kill 72%,48 (3.2) CS,0,Level16,Flash,Ignite
2270,ARAM,3666767142,None,Keel7,Victory,10m 14s,Katarina,8 / 5 / 23,P/Kill 84%,41 (4) CS,0,Level12,Flash,Mark
2271,ARAM,3666732753,None,Keel7,Defeat,22m 19s,Zed,18 / 15 / 12,P/Kill 55%,73 (3.3) CS,0,Level18,Flash,Mark
2272,ARAM,3665666983,None,Keel7,Victory,17m 52s,Jhin,10 / 8 / 30,P/Kill 74%,73 (4.1) CS,0,Level18,Flash,Mark
2273,ARAM,3665662239,None,Keel7,Victory,19m 22s,Kindred,23 / 12 / 28,P/Kill 78%,98 (5.1) CS,0,Level18,Flash,Mark
2274,ARAM,3665569343,None,Keel7,Victory,14m 15s,Samira,23 / 8 / 18,P/Kill 76%,62 (4.4) CS,0,Level15,Flash,Mark
2275,ARAM,3662521307,None,Keel7,Victory,17m 49s,Wukong,15 / 9 / 17,P/Kill 59%,52 (2.9) CS,0,Level18,Flash,Mark
2276,Normal,3662453052,None,Keel7,Victory,33m 11s,Karthus,5 / 10 / 7,P/Kill 44%,198 (6) CS,0,Level15,Flash,Smite
2277,Normal,3662364183,None,Keel7,Victory,41m 19s,Rek'Sai,21 / 10 / 8,P/Kill 54%,188 (4.6) CS,Control Ward 10,Level18,Flash,Smite
2278,ARAM,3662032143,None,Keel7,Victory,24m 0s,Gragas,10 / 15 / 27,P/Kill 50%,48 (2) CS,0,Level18,Flash,Mark
2279,Normal,3660587430,None,Keel7,Victory,20m 18s,Rek'Sai,6 / 3 / 7,P/Kill 48%,111 (5.5) CS,Control Ward 4,Level12,Flash,Smite
2280,Normal,3660633969,None,Keel7,Defeat,15m 39s,Sion,2 / 5 / 1,P/Kill 50%,88 (5.6) CS,0,Level9,Flash,Smite
2281,Normal,3660571016,None,Keel7,Victory,20m 14s,Graves,7 / 3 / 5,P/Kill 43%,151 (7.5) CS,Control Ward 1,Level12,Flash,Smite
2282,Normal,3660546812,None,Keel7,Victory,23m 54s,Mordekaiser,11 / 3 / 8,P/Kill 54%,159 (6.7) CS,Control Ward 3,Level14,Flash,Smite
2283,Normal,3659242680,None,Keel7,Defeat,20m 9s,Nidalee,10 / 8 / 4,P/Kill 64%,116 (5.8) CS,0,Level12,Flash,Smite
2284,Normal,3659203372,None,Keel7,Victory,33m 22s,Ivern,1 / 9 / 28,P/Kill 54%,123 (3.7) CS,Control Ward 2,Level15,Flash,Smite
2285,Normal,3659157472,None,Keel7,Victory,21m 14s,Lillia,18 / 4 / 9,P/Kill 60%,178 (8.4) CS,Control Ward 2,Level15,Flash,Smite
2286,Normal,3659111091,None,Keel7,Defeat,25m 32s,Graves,8 / 8 / 5,P/Kill 48%,136 (5.3) CS,Control Ward 1,Level13,Flash,Smite
2287,Normal,3659023194,None,Keel7,Victory,28m 11s,Yone,14 / 12 / 5,P/Kill 43%,163 (5.8) CS,0,Level16,Flash,Ignite
2288,Normal,3658680817,None,Keel7,Defeat,39m 13s,Taliyah,6 / 15 / 23,P/Kill 63%,175 (4.5) CS,Control Ward 1,Level18,Flash,Smite
2289,Normal,3658674771,None,Keel7,Victory,27m 54s,Ashe,12 / 8 / 11,P/Kill 49%,160 (5.7) CS,Control Ward 1,Level15,Flash,Heal
2290,Normal,3658501307,None,Keel7,Defeat,27m 31s,Sejuani,4 / 5 / 4,P/Kill 47%,141 (5.1) CS,0,Level13,Flash,Smite
2291,URF,3645078324,None,Keel7,Defeat,13m 4s,Seraphine,1 / 11 / 5,P/Kill 30%,99 (7.6) CS,0,Level11,Flash,Barrier
2292,Ranked Solo,3643310742,Grandmaster,Keel7,Victory,24m 1s,Hecarim,12 / 1 / 7,P/Kill 79%,173 (7.2) CS,Control Ward 4,Level14,Ghost,Smite
2293,Ranked Solo,3642553284,Grandmaster,Keel7,Victory,23m 31s,Hecarim,5 / 8 / 7,P/Kill 60%,154 (6.5) CS,Control Ward 2,Level14,Ghost,Smite
2294,Ranked Solo,3642476507,Challenger,Keel7,Victory,35m 13s,Hecarim,9 / 7 / 13,P/Kill 71%,278 (7.9) CS,Control Ward 6,Level18,Ghost,Smite
2295,Ranked Solo,3642480894,Grandmaster,Keel7,Victory,15m 26s,Hecarim,3 / 3 / 5,P/Kill 47%,120 (7.8) CS,Control Ward 2,Level11,Ghost,Smite
2296,Ranked Solo,3642315160,Challenger,Keel7,Defeat,24m 28s,Kha'Zix,0 / 5 / 2,P/Kill 40%,157 (6.4) CS,Control Ward 1,Level12,Flash,Smite
2297,Ranked Solo,3642216004,Grandmaster,Keel7,Victory,27m 37s,Hecarim,15 / 4 / 8,P/Kill 85%,183 (6.6) CS,Control Ward 1,Level14,Ghost,Smite
2298,Ranked Solo,3642129490,Grandmaster,Keel7,Victory,24m 47s,Kha'Zix,11 / 3 / 10,P/Kill 72%,175 (7.1) CS,Control Ward 3,Level15,Flash,Smite
2299,Ranked Solo,3642028655,Grandmaster,Keel7,Victory,33m 20s,Karthus,10 / 5 / 17,P/Kill 79%,278 (8.3) CS,Control Ward 3,Level17,Flash,Exhaust
2300,ARAM,3671220486,None,Dhokla,Defeat,19m 58s,Vladimir,5 / 14 / 13,P/Kill 35%,67 (3.4) CS,0,Level18,Flash,Ghost
2301,Normal,3669903021,None,Dhokla,Defeat,27m 20s,Twisted Fate,6 / 10 / 7,P/Kill 50%,158 (5.8) CS,0,Level14,Flash,Ghost
2302,Normal,3669836778,None,Dhokla,Defeat,26m 28s,Qiyana,15 / 5 / 4,P/Kill 59%,157 (5.9) CS,Control Ward 2,Level15,Ghost,Ignite
2303,Normal,3669820524,None,Dhokla,Victory,24m 58s,Janna,4 / 6 / 22,P/Kill 55%,14 (0.6) CS,Control Ward 2,Level13,Flash,Ignite
2304,Normal,3669774627,None,Dhokla,Defeat,24m 1s,Akali,6 / 5 / 2,P/Kill 32%,145 (6) CS,0,Level14,Flash,Ignite
2305,Flex 5:5 Rank,3667617541,Platinum 1,Dhokla,Defeat,39m 35s,Akali,15 / 7 / 10,P/Kill 49%,262 (6.6) CS,Control Ward 1,Level18,Flash,Teleport
2306,Flex 5:5 Rank,3667604590,Platinum 1,Dhokla,Defeat,26m 24s,Lucian,4 / 10 / 4,P/Kill 30%,192 (7.3) CS,0,Level15,Flash,Teleport
2307,Flex 5:5 Rank,3667620259,Platinum 2,Dhokla,Defeat,31m 0s,Kayle,14 / 3 / 2,P/Kill 73%,312 (10.1) CS,Control Ward 1,Level18,Flash,Teleport
2308,Normal,3667566248,None,Dhokla,Victory,22m 56s,Camille,12 / 3 / 10,P/Kill 55%,137 (6) CS,0,Level13,Flash,Teleport
2309,Normal,3667561125,None,Dhokla,Defeat,34m 32s,Kayle,10 / 9 / 5,P/Kill 42%,295 (8.5) CS,Control Ward 1,Level18,Flash,Teleport
2310,Normal,3667437975,None,Dhokla,Defeat,21m 41s,Irelia,8 / 9 / 1,P/Kill 36%,159 (7.3) CS,0,Level13,Flash,Teleport
2311,Normal,3667452053,None,Dhokla,Victory,29m 40s,Kayle,22 / 6 / 8,P/Kill 77%,254 (8.6) CS,Control Ward 4,Level17,Flash,Teleport
2312,Normal,3664444904,None,Dhokla,Victory,23m 53s,Gangplank,5 / 4 / 3,P/Kill 32%,208 (8.7) CS,Control Ward 1,Level14,Flash,Teleport
2313,Normal,3664418567,None,Dhokla,Victory,30m 45s,Gragas,6 / 6 / 7,P/Kill 31%,171 (5.6) CS,0,Level17,Flash,Teleport
2314,ARAM,3657770103,None,Dhokla,Victory,19m 28s,Ryze,18 / 8 / 23,P/Kill 71%,137 (7) CS,0,Level18,Flash,Ghost
2315,URF,3648800711,None,Dhokla,Defeat,17m 5s,Jhin,2 / 14 / 6,P/Kill 22%,135 (7.9) CS,0,Level17,Flash,Ghost
2316,URF,3648729421,None,Dhokla,Victory,15m 3s,Caitlyn,21 / 5 / 9,P/Kill 71%,142 (9.4) CS,0,Level15,Flash,Exhaust
2317,URF,3648737074,None,Dhokla,Victory,20m 58s,Jhin,27 / 8 / 9,P/Kill 59%,201 (9.6) CS,0,Level21,Flash,Ghost
2318,URF,3648763210,None,Dhokla,Defeat,18m 39s,Qiyana,25 / 10 / 7,P/Kill 58%,123 (6.6) CS,0,Level18,Flash,Ignite
2319,URF,3648712665,None,Dhokla,Victory,21m 38s,Qiyana,25 / 8 / 8,P/Kill 39%,194 (9) CS,0,Level19,Flash,Ignite
2320,ARAM,3648675619,None,Dhokla,Defeat,19m 54s,Zed,12 / 11 / 16,P/Kill 68%,86 (4.3) CS,0,Level18,Flash,Mark
2321,ARAM,3648633889,None,Dhokla,Victory,20m 31s,Yone,16 / 12 / 12,P/Kill 58%,101 (4.9) CS,0,Level18,Flash,Mark
2322,Normal,3648028662,None,Dhokla,Defeat,16m 21s,Cassiopeia,1 / 2 / 1,P/Kill 33%,149 (9.1) CS,Control Ward 1,Level12,Flash,Teleport
2323,ARAM,3647169833,None,Dhokla,Victory,25m 24s,Sion,16 / 13 / 35,P/Kill 78%,78 (3.1) CS,0,Level18,Flash,Ghost
2324,ARAM,3647097193,None,Dhokla,Defeat,27m 0s,Syndra,19 / 11 / 32,P/Kill 73%,156 (5.8) CS,0,Level18,Flash,Ghost
2325,ARAM,3647133269,None,Dhokla,Defeat,19m 1s,Lillia,1 / 12 / 28,P/Kill 63%,43 (2.3) CS,0,Level17,Flash,Ghost
2326,ARAM,3647028193,None,Dhokla,Defeat,22m 41s,Kalista,13 / 12 / 20,P/Kill 62%,136 (6) CS,0,Level18,Flash,Ghost
2327,ARAM,3647074315,None,Dhokla,Victory,12m 16s,Aphelios,5 / 4 / 10,P/Kill 65%,76 (6.2) CS,0,Level13,Flash,Ghost
2328,ARAM,3647071895,None,Dhokla,Victory,13m 20s,Lucian,8 / 5 / 17,P/Kill 74%,86 (6.5) CS,0,Level13,Flash,Ghost
2329,Ranked Solo,3645353397,Grandmaster,Dhokla,Victory,15m 31s,Akali,7 / 1 / 2,P/Kill 35%,124 (8) CS,Control Ward 1,Level12,Flash,Teleport
2330,Ranked Solo,3645040473,Grandmaster,Dhokla,Victory,29m 0s,Jhin,8 / 2 / 16,P/Kill 86%,248 (8.6) CS,Control Ward 5,Level16,Flash,Heal
2331,Ranked Solo,3644946093,Challenger,Dhokla,Victory,17m 13s,Ornn,4 / 2 / 4,P/Kill 30%,127 (7.4) CS,Control Ward 1,Level12,Flash,Teleport
2332,Ranked Solo,3644921234,Grandmaster,Dhokla,Victory,28m 6s,Camille,12 / 4 / 6,P/Kill 47%,267 (9.5) CS,Control Ward 2,Level17,Flash,Teleport
2333,ARAM,3644213340,None,Dhokla,Victory,22m 25s,Qiyana,32 / 9 / 24,P/Kill 79%,100 (4.5) CS,0,Level18,Flash,Mark
2334,ARAM,3644202205,None,Dhokla,Victory,16m 33s,Ekko,10 / 7 / 26,P/Kill 78%,78 (4.7) CS,0,Level16,Flash,Mark
2335,Ranked Solo,3644128529,Grandmaster,Dhokla,Victory,24m 2s,Wukong,21 / 4 / 3,P/Kill 62%,164 (6.8) CS,0,Level16,Flash,Teleport
2336,Ranked Solo,3644112303,Grandmaster,Dhokla,Defeat,39m 0s,Wukong,7 / 6 / 7,P/Kill 50%,275 (7.1) CS,Control Ward 2,Level18,Flash,Teleport
2337,Ranked Solo,3644037651,Grandmaster,Dhokla,Defeat,25m 51s,Camille,1 / 7 / 2,P/Kill 21%,207 (8) CS,Control Ward 2,Level14,Flash,Teleport
2338,Ranked Solo,3643999554,Grandmaster,Dhokla,Victory,35m 28s,Jayce,10 / 2 / 11,P/Kill 58%,349 (9.8) CS,Control Ward 1,Level18,Flash,Teleport
2339,Ranked Solo,3643941301,Grandmaster,Dhokla,Defeat,34m 30s,Camille,11 / 6 / 10,P/Kill 81%,232 (6.7) CS,Control Ward 3,Level17,Flash,Teleport
2340,Ranked Solo,3643786801,Grandmaster,Dhokla,Defeat,22m 47s,Gangplank,1 / 3 / 5,P/Kill 40%,179 (7.9) CS,Control Ward 1,Level13,Flash,Teleport
2341,Ranked Solo,3643667938,Grandmaster,Dhokla,Victory,32m 32s,Poppy,8 / 4 / 8,P/Kill 53%,234 (7.2) CS,Control Ward 9,Level18,Flash,Teleport
2342,Ranked Solo,3643618836,Grandmaster,Dhokla,Defeat,31m 45s,Akali,5 / 8 / 1,P/Kill 25%,209 (6.6) CS,Control Ward 3,Level15,Flash,Teleport
2343,Ranked Solo,3643588753,Grandmaster,Dhokla,Victory,31m 42s,Janna,2 / 7 / 14,P/Kill 55%,22 (0.7) CS,Control Ward 10,Level14,Flash,Exhaust
2344,Ranked Solo,3643522777,Grandmaster,Dhokla,Victory,24m 58s,Camille,3 / 4 / 5,P/Kill 31%,173 (6.9) CS,Control Ward 1,Level14,Flash,Teleport
2345,Ranked Solo,3639647533,Grandmaster,Dhokla,Defeat,29m 23s,Jayce,9 / 9 / 6,P/Kill 56%,230 (7.8) CS,Control Ward 3,Level16,Flash,Teleport
2346,Ranked Solo,3639613409,Challenger,Dhokla,Defeat,15m 40s,Ornn,1 / 2 / 1,P/Kill 40%,114 (7.3) CS,Control Ward 2,Level11,Flash,Teleport
2347,Ranked Solo,3639546666,Grandmaster,Dhokla,Victory,28m 33s,Wukong,4 / 9 / 2,P/Kill 19%,200 (7) CS,Control Ward 2,Level15,Flash,Teleport
2348,Ranked Solo,3639560356,Grandmaster,Dhokla,Victory,24m 25s,Camille,6 / 2 / 8,P/Kill 52%,188 (7.7) CS,Control Ward 1,Level15,Flash,Ignite
2349,Ranked Solo,3639471043,Grandmaster,Dhokla,Defeat,36m 49s,Ornn,5 / 8 / 9,P/Kill 38%,225 (6.1) CS,Control Ward 3,Level17,Flash,Teleport
2350,Ranked Solo,3652962020,Grandmaster,act0r,Victory,26m 59s,Graves,6 / 3 / 11,P/Kill 77%,224 (8.3) CS,Control Ward 5,Level15,Smite,Flash
2351,Ranked Solo,3652857578,Grandmaster,act0r,Victory,20m 55s,Graves,4 / 3 / 9,P/Kill 52%,169 (8.1) CS,Control Ward 6,Level13,Smite,Ignite
2352,Ranked Solo,3652768918,Grandmaster,act0r,Defeat,29m 4s,Kindred,3 / 7 / 5,P/Kill 53%,179 (6.2) CS,Control Ward 2,Level14,Smite,Flash
2353,Ranked Solo,3652697864,Grandmaster,act0r,Defeat,24m 12s,Trundle,4 / 7 / 3,P/Kill 58%,118 (4.9) CS,Control Ward 3,Level10,Smite,Ignite
2354,Ranked Solo,3652720454,Grandmaster,act0r,Victory,23m 5s,Graves,7 / 2 / 6,P/Kill 48%,175 (7.6) CS,Control Ward 4,Level13,Smite,Ignite
2355,Ranked Solo,3652581863,Grandmaster,act0r,Defeat,37m 42s,Graves,7 / 9 / 9,P/Kill 53%,262 (6.9) CS,Control Ward 7,Level18,Smite,Ignite
2356,Ranked Solo,3638512273,Challenger,act0r,Defeat,22m 24s,Hecarim,2 / 8 / 9,P/Kill 79%,122 (5.4) CS,Control Ward 4,Level12,Smite,Ghost
2357,Ranked Solo,3638418427,Grandmaster,act0r,Defeat,30m 6s,Hecarim,10 / 3 / 6,P/Kill 73%,198 (6.6) CS,Control Ward 5,Level15,Smite,Ghost
2358,Ranked Solo,3638411236,Grandmaster,act0r,Victory,28m 27s,Lillia,12 / 3 / 9,P/Kill 60%,199 (7) CS,Control Ward 6,Level16,Smite,Flash
2359,Ranked Solo,3638356075,Grandmaster,act0r,Victory,27m 47s,Lillia,8 / 3 / 11,P/Kill 73%,240 (8.6) CS,Control Ward 4,Level16,Smite,Flash
2360,Ranked Solo,3638028880,Grandmaster,act0r,Defeat,23m 18s,Graves,3 / 7 / 2,P/Kill 63%,155 (6.7) CS,Control Ward 3,Level12,Smite,Ignite
2361,Ranked Solo,3638013934,Grandmaster,act0r,Defeat,21m 1s,Lillia,2 / 6 / 3,P/Kill 45%,136 (6.5) CS,Control Ward 5,Level11,Smite,Flash
2362,Ranked Solo,3637957217,Grandmaster,act0r,Defeat,20m 17s,Lillia,0 / 5 / 4,P/Kill 67%,147 (7.2) CS,Control Ward 6,Level12,Smite,Flash
2363,Ranked Solo,3637888713,Grandmaster,act0r,Victory,29m 29s,Kha'Zix,10 / 5 / 7,P/Kill 63%,176 (6) CS,Control Ward 5,Level15,Smite,Flash
2364,Ranked Solo,3637797176,Grandmaster,act0r,Victory,26m 7s,Olaf,5 / 6 / 9,P/Kill 50%,149 (5.7) CS,Control Ward 8,Level14,Smite,Flash
2365,Ranked Solo,3637196741,Challenger,act0r,Victory,31m 16s,Graves,7 / 1 / 21,P/Kill 80%,237 (7.6) CS,Control Ward 6,Level18,Smite,Flash
2366,ARAM,3636486272,None,act0r,Victory,13m 17s,Xayah,5 / 5 / 21,P/Kill 68%,35 (2.6) CS,0,Level13,Heal,Flash
2367,Flex 5:5 Rank,3636453294,Platinum 1,act0r,Victory,25m 9s,Kayn,9 / 6 / 11,P/Kill 38%,138 (5.5) CS,0,Level13,Smite,Flash
2368,Ranked Solo,3635788204,Grandmaster,act0r,Victory,35m 44s,Lee Sin,11 / 6 / 19,P/Kill 70%,216 (6) CS,Control Ward 8,Level18,Smite,Flash
2369,Ranked Solo,3635765037,Grandmaster,act0r,Defeat,18m 30s,Kindred,1 / 7 / 1,P/Kill 67%,103 (5.6) CS,Control Ward 2,Level10,Smite,Flash
2370,Ranked Solo,3635547871,Challenger,act0r,Defeat,25m 8s,Jhin,1 / 3 / 3,P/Kill 33%,189 (7.5) CS,Control Ward 2,Level12,Heal,Flash
2371,Ranked Solo,3635542069,Challenger,act0r,Defeat,22m 23s,Lillia,1 / 3 / 4,P/Kill 63%,168 (7.5) CS,Control Ward 4,Level13,Smite,Flash
2372,Ranked Solo,3635465874,Grandmaster,act0r,Defeat,21m 2s,Hecarim,1 / 5 / 3,P/Kill 44%,129 (6.1) CS,Control Ward 3,Level10,Smite,Ghost
2373,Ranked Solo,3634973712,Grandmaster,act0r,Victory,28m 32s,Jhin,8 / 4 / 12,P/Kill 38%,196 (6.9) CS,Control Ward 4,Level15,Cleanse,Flash
2374,Ranked Solo,3634961243,Grandmaster,act0r,Victory,28m 15s,Graves,5 / 3 / 7,P/Kill 41%,227 (8) CS,Control Ward 8,Level16,Smite,Flash
2375,Ranked Solo,3634841365,Challenger,act0r,Defeat,39m 8s,Kindred,1 / 13 / 11,P/Kill 33%,161 (4.1) CS,Control Ward 6,Level15,Smite,Flash
2376,Ranked Solo,3634814120,Grandmaster,act0r,Defeat,28m 48s,Lillia,1 / 9 / 9,P/Kill 59%,172 (6) CS,Control Ward 4,Level14,Smite,Flash
2377,Ranked Solo,3634768438,Challenger,act0r,Victory,18m 30s,Lillia,6 / 3 / 11,P/Kill 50%,147 (7.9) CS,Control Ward 2,Level12,Smite,Flash
2378,Ranked Solo,3634724954,Challenger,act0r,Victory,22m 41s,Lillia,6 / 4 / 10,P/Kill 47%,158 (7) CS,Control Ward 5,Level13,Smite,Flash
2379,Ranked Solo,3634646247,Grandmaster,act0r,Defeat,35m 25s,Jhin,3 / 5 / 5,P/Kill 35%,227 (6.4) CS,Control Ward 2,Level16,Heal,Flash
2380,Ranked Solo,3634593069,Challenger,act0r,Defeat,22m 0s,Graves,3 / 6 / 3,P/Kill 67%,134 (6.1) CS,Control Ward 6,Level12,Smite,Flash
2381,Ranked Solo,3634500632,Grandmaster,act0r,Defeat,29m 36s,Lillia,8 / 11 / 12,P/Kill 67%,176 (5.9) CS,Control Ward 1,Level15,Smite,Flash
2382,Ranked Solo,3634084574,Grandmaster,act0r,Victory,28m 34s,Olaf,17 / 2 / 6,P/Kill 79%,219 (7.7) CS,Control Ward 3,Level16,Smite,Flash
2383,Ranked Solo,3634090505,Grandmaster,act0r,Victory,24m 43s,Graves,2 / 1 / 4,P/Kill 32%,213 (8.6) CS,Control Ward 2,Level15,Smite,Flash
2384,Ranked Solo,3633957303,Grandmaster,act0r,Victory,30m 20s,Olaf,6 / 5 / 7,P/Kill 52%,223 (7.4) CS,Control Ward 8,Level16,Smite,Flash
2385,Ranked Solo,3633981706,Grandmaster,act0r,Victory,22m 23s,Lillia,8 / 3 / 9,P/Kill 74%,175 (7.8) CS,Control Ward 3,Level14,Smite,Flash
2386,Ranked Solo,3633336072,Grandmaster,act0r,Victory,27m 27s,Olaf,8 / 5 / 12,P/Kill 43%,173 (6.3) CS,Control Ward 8,Level16,Smite,Flash
2387,Ranked Solo,3632954726,Grandmaster,act0r,Victory,32m 7s,Leona,1 / 9 / 16,P/Kill 53%,34 (1.1) CS,Control Ward 8,Level14,Ignite,Flash
2388,Ranked Solo,3632898380,Challenger,act0r,Defeat,21m 55s,Jhin,5 / 5 / 4,P/Kill 64%,127 (5.8) CS,Control Ward 2,Level11,Heal,Flash
2389,Ranked Solo,3632884285,Grandmaster,act0r,Defeat,20m 32s,Lillia,2 / 8 / 1,P/Kill 38%,82 (4) CS,Control Ward 4,Level8,Smite,Flash
2390,Ranked Solo,3632817324,Grandmaster,act0r,Defeat,37m 11s,Gragas,15 / 7 / 10,P/Kill 68%,225 (6.1) CS,Control Ward 6,Level18,Smite,Flash
2391,Ranked Solo,3632870489,Grandmaster,act0r,Victory,28m 25s,Graves,19 / 3 / 12,P/Kill 69%,272 (9.6) CS,Control Ward 1,Level18,Smite,Flash
2392,Ranked Solo,3632806378,Grandmaster,act0r,Defeat,15m 57s,Lillia,3 / 5 / 0,P/Kill 27%,116 (7.3) CS,Control Ward 3,Level10,Smite,Flash
2393,Ranked Solo,3632791759,Grandmaster,act0r,Victory,27m 57s,Graves,8 / 5 / 15,P/Kill 68%,191 (6.8) CS,Control Ward 7,Level16,Smite,Flash
